지역본부,소속,선명,역이름,년,월,일,시,분,요일,역/열차,장소,세부장소,성별,나이,음주,세부내용,부상상태
수도권동부,죽전관리역,분당선,미금역,16,7,10,9,0,일,역,계단,왕십리방면,여,19,무,"계단에서 내려오던 중 다른 50대 여성고객과 충돌, 그 후 통증 계속 있어 다리 깁스 처리했다고 함(CCTV 사각지대)",경상
수도권동부,죽전관리역,분당선,죽전역,16,7,11,14,45,월,역,승강장,하행 4-3,남,미상,무,구걸인 승강장에 쓰러져 있음. 시각장애 6급. 연락처 없음/하선승강장 내 수면제로 추정되는 약을 먹고 몸을 가누지 못함,경상
수도권동부,수서관리역,분당선,강남구청역,16,7,12,16,20,화,역,게이트,지하1층 게이트,여,72,무,"장애인게이트 통과시 플랩이 닫히면서 다리를 부딪힌 것으로 보임, 발목이 붓고 눈이 충혈되었다고 함",경상
수도권동부,광운대관리역,경원선,석계역,16,7,13,16,1,수,역,승강장,PSD,여,70,무,"전철 승차 시, PSD 닫힘에 따라 뒤쪽으로 이동하면서 넘어짐, 허리통증 호소",경상
수도권동부,분당승무사업소,경의중앙선,왕십리역,16,7,14,7,7,목,역,출입문,출입문,여,62,무,전동열차 K6018을 타기위해 들어가는중 출입문에 끼어서 왼쪽손목 및 머리를 부딪힘,경상
수도권동부,수서관리역,분당선,야탑역,16,7,15,9,50,금,역,E/S,1호기,여,57,무,ES 이동 중 옆으로 서서 핸드레일에 기대어 뒤에 있는 친구와 이야기 하다 중심 잃고 계단 아래쪽으로 동시에 넘어짐,경상
수도권동부,수서관리역,분당선,야탑역,16,7,15,9,50,금,역,E/S,1호기,여,57,무,ES 이동 중 옆으로 서서 핸드레일에 기대어 뒤에 있는 친구와 이야기 하다 중심 잃고 계단 아래쪽으로 동시에 넘어짐,경상
수도권동부,죽전관리역,분당선,미금역,16,7,15,20,55,금,역,승강장,하행 승강장,여,20,무,"승강장에서 남자친구와 걷다가 갑자기 쓰러짐, 평소 저혈당으로 쓰러진 적이 있다고 함",경상
수도권동부,청량리관리역,분당선,왕십리역,16,7,16,6,0,토,역,승강장,용문방면 7-3,남,26,음주,"승강장에 쓰러짐, 머리 부상당함",경상
수도권동부,죽전관리역,분당선,죽전역,16,7,16,19,30,토,역,화장실,여화장실,여,25,음주,취객 고객이 구토를 하면서 의식을 잃고 화장실에 쓰러짐,경상
수도권동부,죽전관리역,분당선,상갈역,16,7,16,11,26,토,역,E/S,4번출구 하행ES,여,20,무,"ES 이용중 미끄러져 허리에 타박상 입음, 병원진료 및 자가치료",경상
수도권동부,의정부관리역,경원선,양주역,16,7,17,10,15,일,역,E/L,인천방면,여,67,무,게이트 통과 후 인천방면 EV를 타기 위해 걸어가던 중 전방으로 넘어짐(과거 수술경력 있는 것 같음),경상
수도권동부,광운대관리역,경원선,광운대역,16,7,17,13,32,일,역,맞이방,남부역사 ,여,48,무,"남부 맞이방으로 이동 중 넘어짐, 청각장애인",경상
수도권동부,가평관리역,경춘선,마석역,16,7,17,20,55,일,역,E/S,춘천방면 상행,남,80,무,"ES 타던 중 앞에 있는 부인이 휘청거리자 뒤에 있던 남편이 핸들을 잡으려다가 구름(보험처리 원치 않음, 노부부 신원 파악 불가)",경상
수도권동부,가평관리역,경춘선,마석역,16,7,17,20,55,일,역,E/S,하행(춘천방면)ES,"남,여","79,73",무,ES이용 중 뒤에 탄 고객(장흥기)이 휘청거리자 앞에 선 고객(박평조)이 돌아보고 잡으려다 놓치고 균형을 잃어 두 사람 모두 구름,경상
수도권동부,수서관리역,분당선,야탑역,16,7,18,14,50,월,역,계단,3번 출구,남,69,무,내려오다 넘어져 오른쪽 정강이가 계단 모서리 부분에 닿아 찰과상,경상
수도권동부,죽전관리역,분당선,오리역,16,7,20,7,8,수,역,E/S,3번출구,여,65,무,ES 이용 중 걸어내려오다가 헛디뎌 넘어져 오른쪽 발목을 다침,경상
수도권동부,망우관리역,중앙선,회기역,16,7,20,10,58,수,역,E/S,상행,여,73,무,"다른 고객의 가방에 치여 ES아래로 굴러 넘어졌다고 하나, CCTV상 포착되지 않음",경상
수도권동부,의정부관리역,경원선,덕정역,16,7,21,15,20,화,역,E/S,소요산방면 하행,여,79,무,보행보조장치를 끌고 ES를 이용하다가 하단부에서 넘어짐,경상
수도권동부,광운대관리역,경원선,석계역,16,7,21,15,56,금,역,E/S,1번 승강장 7-2,여,5,무,하차 중 승강장에 발이 빠져 끼임,경상
수도권동부,청량리관리역,경의중앙선,옥수역,16,7,21,11,42,목,역,E/S,상행,남,83,무,자전거를 소지하고 ES 이용 중 넘어지지 않으려고 핸드레일을 잡다가 손가락 부상 (찰과상)],경상
수도권동부,청량리관리역,경의중앙선,왕십리역,16,7,21,14,45,목,역,게이트,플랩,여,61,무,승차처리되지않은 카드를 태그하고 나가려다가 플립에 무릎을 부딪힘,경상
수도권동부,양평관리역,경의중앙선,용문역,16,7,22,18,50,금,역,화장실,남 화장실,남,39,무,"소변을 보던중 몸에 경련을 일으키며 쓰러져 경직된 상태로 발견, 119 수배",경상
수도권동부,광운대관리역,경원선,광운대역,16,7,23,8,28,토,역,타는곳,"2,3번 승강장",여 ,59,무,선상계단을 이용하여  타는곳으로 내려오던 고객이 발을 헛디뎌 넘어져 부상당함 (왼쪽어깨 타박상),경상
수도권동부,수서관리역,분당선,모란역,16,7,23,13,59,토,역,에스컬레이터,수원방면 하행ES,여,78,무,ES 5호기에서 그린앤테크 작업자와 고객이 부딪혀 오른쪽 발에 상해를 입음,경상
수도권동부,청량리관리역,경원선,청량리역,16,7,23,23,40,토,역,맞이방,화장실입구,여,60,무,화장실에서 맞이방 이동 중 바닥의 물기로 미끄러져 넘어짐,경상
수도권동부,망우관리역,중앙선,회기역,16,7,23,18,40,토,역,E/S,5호기,남,75,무,ES 5호기로 짐수레를 가지고 올라오던 중 넘어짐 (왼쪽 이마 열상),경상
수도권동부,가평관리역,경춘선,마석역,16,7,24,11,25,일,역,맞이방,게이트 앞,남,5,무,뛰다가 넘어져 바닥에 머리를 찧음,경상
수도권동부,청량리전동차승무사업소,경춘선,망우역,16,7,24,16,57,일,광역전철,출입문,출입문,여,40,무,갈매역에서 출입문 개폐 시 출입문에 팔이 끼임,경상
수도권동부,죽전관리역,분당선,매탄권선역,16,7,25,18,5,월,역,E/S,13호기,남,19,무,ES 13호기 이용 중 걸어올라가다가 엄지발가락이 에스컬레이터와 접촉되어 찢어짐,경상
수도권동부,가평관리역,경춘선,평내호평역,16,7,25,11,20,월,역,E/S,춘천방면 상행,남,3,무,"ES 이용 중 떨어진 물건을 줍기 위해 측면에 손을 대여 손가락이 발판에 접촉, 열상",경상
수도권동부,망우관리역,중앙선,회기역,16,7,25,17,8,월,역,E/S,6호기,여,70,무,"ES에서 중심을 잃고 넘어짐, 의식 있음, 허리통증 호소",경상
수도권동부,성북승무사업소,경원선,외대앞역,16,7,26,18,48,화,광역전철,출입문,출입문,여,48,무,열차 출입문에 어깨가 끼임,경상
수도권동부,동두천관리역,경원선,동두천역,16,7,27,10,45,수,역,E/S,7호기,남,43,음주,만취상태로 ES이용 중 넘어짐 (찰과상),경상
수도권동부,죽전관리역,분당선,청명역,16,7,27,10,59,수,역,E/S,6번출구 하행,남,73,음주,음주상태로 중심을 잃고 넘어짐,경상
수도권동부,청량리열차승무사업소,경춘선,춘천역,16,7,27,15,16,수,ITX-청춘,통로,통로 문,남,54,무,몸이 출입문에 끼인 후 이명현상을 호소함,경상
수도권동부,의정부관리역,경원선,가능역,16,7,28,7,40,목,역,게이트,게이트,남,71,무,게이트 통과 중 무릎을 부딪힘,경상
수도권동부,양평관리역,중앙선,양평역,16,7,28,11,8,목,역,E/S,출입구 상행,남,21,무,ES 탑승 후 걸어 올라오던 중 발판에 접촉되어 엄지발가락 열상,경상
수도권동부,청량리전동차승무사업소,경춘선,가평역,16,7,29,17,30,금,광역전철,출입문,출입문,남,70,무,열차 승차 중 출입문에 손가락 끼임,경상
수도권동부,동두천관리역,경원선,동두천역,16,7,29,22,10,금,역,E/S,5호기,남,76,음주,주취상태도 ES 이용 중 뒤로 넘어짐,경상
수도권동부,청량리관리역,중앙선,왕십리역,16,7,29,15,50,금,역,E/S,5호기,남,83,무,ES에서 앞선 승객의 신발이 끼어 작동이 정지되면서 충격으로 넘어져 두부출혈,경상
수도권동부,양평관리역,중앙선,신원역,16,7,30,13,21,토,역,계단,용문방면 하선,여,51,무,계단에서 다 내려왔을 때 미끄러져서 간신히 균형을 잡아 몸에 담이 걸림,경상
수도권동부,춘천관리역,경춘선,춘천역,16,7,30,16,53,토,역,맞이방,맞이방,남,65,무,시각장애인으로 승차권을 찾던 중 가방 안의 손톱깎이에 손을 베임,경상
수도권동부,죽전관리역,분당선,매교역,16,7,30,17,0,토,역,E/S,5번출구,남,72,음주,ES 이용 중 발을 헛디뎌 넘어짐,경상
수도권동부,의정부관리역,경원선,의정부역,16,7,31,19,45,일,역,수유방,수유방 내 아기침대,여,2,무,수유방 침대에서 굴러떨어짐,경상
수도권동부,의정부관리역,경원선,도봉산역,16,7,3,18,49,일,역,계단,계단,남,56,무,도봉산역 1번출구 계단 상행 이용중 넘어짐,경상
수도권동부,망우관리역,중앙선,구리역,16,8,1,22,0,월,역,E/S,3호기,남,67,무,ES3호기에서 이동 중 넘어져 얼굴 (눈 위 및 눈 옆)에 열상,경상
수도권동부,청량리관리역,중앙선,청량리역,16,8,1,17,54,월,역,계단,광역게이트 안쪽 계단,남,73,음주,만취 상태로 광역게이트 안쪽 계단을 이용하다가 중심을 잃고 넘어짐,경상
수도권동부,수서관리역,분당선,모란역,16,8,2,16,25,화,역,E/S,수원방면 상행,여,55,무,ES이용 중 기기가 멈춰 넘어지면서 왼쪽 발등과 발목이 찢겨 피멍이 듬,경상
수도권동부,의정부관리역,경원선,창동역,16,8,2,8,57,화,역,E/S,3번,남,78,무,ES 3호기 이용 중 본인 부주의로 팔을 헛짚어 왼쪽 팔에 찰과상 입음,경상
수도권동부,청량리열차승무사업소,중앙선,원주역,16,8,3,0,39,수,무궁화,출입문,출입문,여,47,무,1641열차 발차 후 문을 억지로 열고 내리다가 다리가 승강장에 끌림,경상
수도권동부,청량리전동차승무사업소,중앙선,청량리역,16,8,3,7,54,수,광역전철,좌석,좌석,여,27,무,K5032(6-2)전동열차 좌석에서 이물질로 의류가 오염되었고 피부의 가려움울 호소함,경상
수도권동부,수도권물류사업단,중앙선,팔당역,16,8,3,13,56,수,역,E/S,ES용문방면 상행,여,61,무,ES타고 올라가다가 넘어짐,경상
수도권동부,망우관리역,중앙선,덕소역,16,8,4,23,13,수,역,E/S,ES,여,41,음주,"ES에서 부상당했다고 주장하나 증빙이 없고, 당시 만취상태였고 다리에 외상 있음",경상
수도권동부,의정부관리역,경원선,도봉산역,16,8,4,12,23,목,광역전철,출입문,출입문,여,62,무,K86열차 도봉산역 하차 시 조금 늦게 내려 출입문이 닫히면서 양 팔이 끼어 손목부위 찰과상,경상
수도권동부,수서관리역,분당선,모란역,16,8,4,12,37,목,역,E/S,ES4호기,여,85,무,이동식 짐수레를 소지하고 ES 이용 중 짐수레를 놓치면서 넘어짐,경상
수도권동부,망우관리역,경원선,회기역,16,8,4,22,50,목,역,화장실,화장실 ,남,45,음주,음주 후 소변을 보는 도중 어지러워 쓰러져 머리 뒷 쪽이 10cm쯤 찢어짐,경상
수도권동부,망우관리역,경원선,회기역,16,8,4,21,18,목,역,화장실,남자화장실 7번칸,남,78,무,화장실 옷걸이에 전깃줄로 목을 멤 (자살추정),사망
수도권동부,망우관리역,중앙선,덕소역,16,8,6,15,17,토,역,E/S,하행 ES,여,89,무,짐수레를 끌고 ES 이용 중 넘어짐 (다리 타박상),경상
수도권동부,분당승무사업소,분당선,수서역,16,8,6,14,35,토,광역전철,출입문,5-4,남,61,무,승차 중 문이 닫혀서 오른쪽 팔에 부상을 당함,경상
수도권동부,청량리전동차승무사업소,중앙선,양평역,16,8,6,17,44,토,광역전철,출입문,출입문,여,72,무,K5106 용문역 승차 시 새끼손가락이 끼어 부상,경상
수도권동부,수도권물류사업단,중앙선,팔당역,16,8,6,8,2,토,역,E/S,E/S,여,66,무,ES 이용 중 넘어짐,경상
수도권동부,망우관리역,중앙선,도농역,16,8,7,20,30,일,역,E/S,ES,여,69,무,ES 이용 중 발을 헛디뎌 넘어짐,경상
수도권동부,죽전관리역,분당선,청명역,16,8,8,13,45,월,역,E/S,6번출구 ES,여,24,무,ES 이용 중 발가락 부상,경상
수도권동부,수서관리역,분당선,태평역,16,8,8,13,50,월,역,E/S,ES,여,82,무,짐수레를 끌고 ES 이용 중 넘어짐 (손목찰과상),경상
수도권동부,수서관리역,분당선,태평역,16,8,8,20,10,월,역,타는곳,상행,남,75,음주,만취 상태로 열차 하차 중 넘어져 119 수송,경상
수도권동부,의정부관리역,경원선,덕정역,16,8,9,6,40,화,광역전철,열차내,열차내,남,74,무,차내 응급환자 발생으로 CPR 실시 후 119 수배,기타
수도권동부,망우관리역,경원선,회기역,16,8,9,12,29,화,역,E/S,ES,여,"임(55),이(75)",무,ES 이용 중 타 고객과 부딪혀 넘어짐,경상
수도권동부,성북승무사업소,경원선,창동역,16,8,10,9,19,수,광역전철,출입문,출입문,여,77,무,K36 승차 시 출입문에 끼어 부상,경상
수도권동부,동두천관리역,경원선,지행역,16,8,10,12,13,수,역,E/S,남부역 인천방면,여,75,무,ES 이용 중 넘어짐,경상
수도권동부,원주관리역,중앙선,원주역,16,8,12,20,50,금,역,맞이방,맞이방,여,82,무,타 보행자와 부딪혀 넘어짐,경상
수도권동부,영주열차승무사업소,중앙선,양평역,16,8,12,7,58,금,무궁화,출입문,출입문,남,77,무,일신역 하차 도중 출입문에 오른쪽 엉덩이를 부딪힘,경상
수도권동부,수서관리역,분당선,한티역,16,8,13,19,0,토,역,E/S,ES,여,74,무,"캐리어를 소지하고 ES 이용 중 뒤로 넘어져 실신, 119수배 후 영동세브란스병원으로 이송",경상
수도권동부,망우관리역,경원선,회기역,16,8,13,7,26,토,역,E/S,5호기,남,29,음주,"만취상태에서 ES이용 중 핸드레일에 기대며 넘어져 이마, 눈 위 등 자상을 입어 119수배",경상
수도권동부,망우관리역,중앙선,구리역,16,8,14,20,0,일,역,E/S,1호기,남,52,무,ES이용 걸어올라오던 중 발이 미끄러져 엄지발가락 자상,경상
수도권동부,양평관리역,중앙선,용문역,16,8,15,14,20,월,역,E/S,ES,여,"정선희(54,나화숙(54)",무,여행용 가방을 들고 ES 이용중 넘어짐,경상
수도권동부,망우관리역,중앙선,덕소역,16,8,17,12,13,수,역,E/S,1번출구 ES,여,55,무,ES이용 중 손자를 앞으로 안는 과정에서 넘어져 머리를 다침,경상
수도권동부,죽전관리역,분당선,망포역,16,8,17,8,9,수,역,맞이방,맞이방,여,44,무,3번출구 계단의 물이 고여 넘어져 다리와 허리의 통증을 호소함,경상
수도권동부,죽전관리역,분당선,오리역,16,8,17,17,40,수,역,E/L,1호기,남,91,무,열린 EV출입문에 진입하는  순간 출입문이 닫혀 왼 팔꿈치의 피부가 벗겨짐,경상
수도권동부,구로열차승무사업소,경원선,의정부역,16,8,17,18,25,수,광역전철,출입문,출입문,여,52,무,#842열차 승차(회룡역) 중 양팔이 끼었다고 주장 ,경상
수도권동부,성북승무사업소,경원선,망월사역,16,8,18,11,40,목,광역전철,열차통로문,열차통로문,여,70,무,K109열차 5호차에서 6호차로 넘어가다 통로문이 다히여 어깨가 끼임,경상
수도권동부,죽전관리역,분당선,오리역,16,8,18,8,30,목,역,E/S,ES,여,54,무,DOWN ES를 걸어 올라가다 앞선 여자고객이 상부에 이르자 갑자기 ES가 움직여 넘어짐,경상
수도권동부,청량리관리역,중앙선,왕십리역,16,8,18,18,20,목,광역전철,출입문,출입문,여,57,무,전동차 출입문에 끼어 팔과 다리에 타박상을 입었다고 주장 (증빙없음),경상
수도권동부,수서관리역,분당선,모란역,16,8,19,13,53,금,역,E/S,4호기,남,68,음주,만취상태에서 ES 이용시 넘어짐,경상
수도권동부,청량리관리역,분당선,왕십리역,16,8,19,8,56,금,역,타는곳,타는곳,여,56,무,타 고객과 부딪혀 넘어졌다고 주장 (CCTV상에는 혼자 넘어짐),경상
수도권동부,분당승무사업소,분당선,모란역,16,8,20,17,30,토,광역전철,출입문,출입문,여,54,무,왕십리행전동열차(열차번호기억못함) 출입문에 몸이 끼임,경상
수도권동부,수서관리역,분당선,수서역,16,8,20,11,38,토,역,타는곳,타는곳,여,73,무,시각장애인 보도블럭에 넘어지며 문에 끼였다고 주장 (치아 손상 및 무릎 부상 호소),경상
수도권동부,망우관리역,경춘선,상봉역,16,8,20,12,13,토,역,타는곳,타는곳,남,79,무,"개인지병으로 쓰러져 잠시 의식이 없었으며, 개인지병(고혈압)으로 인한 쓰러짐 추정",경상
수도권동부,망우관리역,경춘선,운길산역,16,8,20,8,8,토,역,게이트,게이트,여,67,무,하차태그후 오른쪽으로 (정상방향 왼쪽)나가려다가 게이트 플립에 부딪혀 넘어짐,경상
수도권동부,망우관리역,경춘선,운길산역,16,8,20,20,35,토,역,타는곳,선로,남,50,무,타는곳 안전펜스에 기대 대화 중 중심을 잃고 선로로 추락,경상
수도권동부,가평관리역,경춘선,대성리역,16,8,21,10,55,일,역,E/S,ES,남,75,무,자전거 소지하고 ES 이용 중 넘어짐,경상
수도권동부,청량리관리역,중앙선,왕십리역,16,8,22,20,55,월,역,맞이방,맞이방,여,72,무,맞이방 토사물에 미끄러져 넘어짐,경상
수도권동부,광운대관리역,경원선,신이문역,16,8,23,21,11,화,역,타는곳,타는곳,여,65,음주,만취하여 넘어진 것으로 추정 (눈썹위 찰과상),경상
수도권동부,양평관리역,중앙선,양수역,16,8,23,15,53,화,역,E/S,ES,"남,여","김영호(76세, 남), 정정생(66세,여)",무,카트 소지한 남자(김영호)고객이 넘어지면서 연쇄적으로 여자(정정생)고객이 넘어짐,경상
수도권동부,광운대관리역,경원선,창동역,16,8,23,17,25,화,광역전철,출입문,출입문,남,54,무,인천행 전동열차 창동역 하차중 출입문이 닫혀 문에끼였다고 주장 (열차번호기억못함),경상
수도권동부,의정부관리역,경원선,가능역,16,8,24,18,10,수,역,E/S,ES,남,45,음주,만취상태로 ES 이용중 넘어짐,경상
수도권동부,수서관리역,분당선,모란역,16,8,24,7,2,수,역,타는곳,타는곳,남,75,무,K6041 탑승하려다 뒤로 넘어져 엉덩이를 다침,경상
수도권동부,춘천관리역,경춘선,망우역,16,8,26,19,35,금,역,E/S,ES,여,29,무,춘천역 ES에서 넘어져 타박상 입고 망우역에서 신고,경상
수도권동부,망우관리역,중앙선,덕소역,16,8,27,11,28,토,역,타는곳,타는곳,남,66,무,#1076열차 통과중 타는곳 끝단에서 자판기 물통의 물을 선로에 붓는 과정에서 열차와 접촉,경상
수도권동부,죽전관리역,분당선,수원시청역,16,8,28,16,49,일,광역전철,열차통로문,열차통로문,여,79,무,K6196열차 객차간 이동중 자동문이 닫혀 통증호소,경상
수도권동부,광운대관리역,경원선,신이문역,16,8,28,15,54,일,광역전철,열차통로문,객실출입문,여,40대,무,K145열차 객차간 이동중 자동문이 닫혀 통증호소,경상
수도권동부,수서관리역,분당선,야탑역,16,8,29,12,50,월,광역전철,열차통로문,열차통로문,여,52,무,K6151열차 3번째 객차에서 2번깨 객차 이동중 자동문이 닫혀 통증호소,경상
수도권동부,광운대관리역,경원선,석계역,16,8,29,11,12,월,역,계단,신이문방면계단,여,36,무,계단에서 발을 헛디뎌 넘어짐,경상
수도권동부,수서관리역,분당선,강남구청역,16,8,31,12,40,수,역,E/S,ES,"남,여","신숙희(여,71세),김현중(남,78세)",무,휠체어(신숙희)고객과함께 ES이용하려 하다 보호자(김현중)도 함께 넘어짐,경상
수도권동부,수서관리역,분당선,대모산입구,16,8,31,21,12,수,역,E/S,ES,남,60,음주,만취하여 ES 이용 중 넘어짐,경상
수도권동부,죽전관리역,분당선,망포역,16,8,31,9,20,수,역,E/S,ES,여,31,무,ES 이용 중 넘어짐,경상
수도권동부,광운대관리역,경원선,외대앞역,16,8,31,5,50,수,광역전철,열차내,열차내,여,76,무,열차 내에서 넘어짐,경상
수도권동부,죽전관리역,분당선,서현역,16,8,30,17,53,화,광역전철,출입문,출입문,여,70,무,k6226열차 승차 중 출입문이 넘어져 허리에 통증을 호소,경상
수도권동부,청량리열차승무사업소,중앙선,청량리역,16,8,31,7,31,수,광역전철,열차,선로,여,80,무,1626열차 6번 승강장 도착 후 오른쪽 출입문 정상취급하였으나 1호차는 왼쪽문도 열려 그쪽에 서있던 고객이 선로쪽으로 추락,경상
수도권동부,분당승무사업소,분당선,태평역,16,8,31,7,50,수,광역전철,열차내,열차내,여,50,무,물건을 차내 선반위에 올리려다 열차에서 넘어짐,경상
수도권동부,분당승무사업소,분당선,수원시청역,16,9,1,20,44,목,광역전철,출입문,출입문,남,26,무,k6417열차가 통과역인 매탄권선역에 정차하여 수원시청역인줄 알고 내리던 중 몸과 발이 끼임,경상
수도권동부,분당승무사업소,분당선,매탄권선역,16,9,1,20,44,목,광역전철,출입문,출입문,여,26,무,k6417열차가 통과역인 매탄권선역에 정차하여 수원시청역인줄 알고 내리던 중 몸과 발이 끼임,경상
수도권동부,망우관리역,경원선,회기역,16,9,2,17,25,금,역,맞이방,EV4호기앞,여,75,무,이동중 다른 고객과 부딪혀 넘어져 앞니가 부러짐,경상
수도권동부,청량리관리역,분당선,왕십리역,16,9,3,21,48,토,역,E/S,ES,남,62,무,ES 이용 중 굴러 팔과 다리에 찰과상 발생,경상
수도권동부,청량리관리역,중앙선,청량리역,16,9,3,5,15,수,역,E/S,ES,남,27,무,ES 이용 중 넘어짐,경상
수도권동부,수서관리역,분당선,태평역,16,9,3,19,5,토,역,E/S,ES,여,70,무,ES 이용 중 넘어짐,경상
수도권동부,수서관리역,분당선,강남구청역,16,9,4,8,30,일,역,E/S,ES,남,58,무,ES 자동정지상태에서 반대로 진입하여 넘어짐,경상
수도권동부,망우관리역,중앙선,팔당역,16,9,5,7,58,월,역,승강장,승강장,남,81,무,K5107 승차하는 순간 몸의 중심을 잃고 앞으로 넘어짐,경상
수도권동부,망우관리역,경춘선,상봉역,16,9,6,5,50,화,역,E/L,EV,남,82,무,EV 승차중 출입문에 머리가 끼어 착용하고 있던 보청기가 충격으로 파손됨,경상
수도권동부,양평관리역,중앙선,양평역,16,9,7,7,15,수,역,승강장,승강장,여,18,무,평소 간질환이 있는 사람으로 하행 승강장쪽 선로에 떨어져 있던 것을 발견하고 119 이송조치,경상
수도권동부,수서관리역,분당선,강남구청역,16,9,8,22,49,목,역,환승통로,환승통로,남,38,무,7호선 환승통로에서 고객이 토사물에 미끄러져 삐끗함,경상
수도권동부,가평관리역,경춘선,퇴계원역,16,9,8,20,10,목,역,선로,선로,남,60,음주,전동열차가 출입문 닫고 출발하는 과정에 전동열차를 발로 차며 몸이 회전하여 선로로 추락,경상
수도권동부,수서관리역,분당선,선정릉역,16,9,8,22,0,금,역,E/S,ES,여,34,무,ES 11호기를 이용하여 걸어올라가던 중 상부에서 발을 헛디뎌 넘어지며 무릎이 발판에 접촉됨,경상
수도권동부,망우관리역,경원선,회기역,16,9,9,9,10,금,역,E/S,ES,남,82,무,ES 승차 중 중심을 잃고 넘어짐,경상
수도권동부,양평관리역,중앙선,양수역,16,9,10,10,3,토,역,E/S,ES,여,76,무,ES에서 내리는 중 전동열차 하차고객과 마주치며 발이 엉켜 넘어짐,경상
수도권동부,망우관리역,중앙선,중랑,16,9,10,10,20,토,역,출입구,출입구,여,58,무,2번출입구 앞 방치된 자전거에 부딪쳐 우측 발목에 찰과상 입음,경상
수도권동부,성북승무사업소,경원선,의정부역,16,9,11,11,34,일,광역전철,열차내,전동객실,남,54,무,"K95 뒤에서 3,4번째칸 이용중 가능-의정부 구간에서 잡고있던 차내 손잡이 줄이 끊어져 뒤로 넘어짐",경상
수도권동부,청량리열차승무사업소,경춘선,청량리역,16,9,11,19,30,일,광역전철,열차내,열차내,여,4,무,2040열차 5호차 2층 계단에서 어린아이가 부모가 한눈파는 사이에 넘어짐,경상
수도권동부,죽전관리역,분당선,서현역,16,9,12,18,0,월,역,승강장,승강장,여,59,무,왕십리행 열차에 승차하던 중 넘어져 다리에 부상 입음,경상
수도권동부,죽전관리역,분당선,구성역,16,9,13,16,5,화,역,계단,계단,남,69,무,지하 2층 하행 승강장쪽 계단에서 굴러 떨어짐,경상
수도권동부,죽전관리역,분당선,죽전역,16,9,13,8,20,화,역,E/S,ES,여,26,무,ES 3호기 이용하여 걸어올라가던 중 넘어지면서 우측 정강이 부분 찢어짐,경상
수도권동부,수서관리역,분당선,모란역,16,9,14,12,50,수,역,출입구,출입구,남,,무,5번 출구에서 바닥이 미끄러워 넘어짐,경상
수도권동부,성북승무사업소,경원선,동두천중앙역,16,9,15,17,15,목,ITX-청춘,열차내,열차내,남,86,음주,K124열차 내에서 취한 남성 고객이 넘어져 부상당함,경상
수도권동부,망우관리역,경춘선,상봉역,16,9,15,11,40,화,역,출입구,출입구,남,82,무,상봉역 7번출구에서 넘어져 손가락과 머리에 약간의 상처를 입음,경상
수도권동부,망우관리역,경춘선,상봉역,16,9,15,0,10,목,역,계단,계단,남,53,무,경춘선계단에서 내려오다가 반쯤 내려온 셔터에 부딪혀 이마와 콧등이 찢어짐,경상
수도권동부,동두천관리역,경원선,소요산역,16,9,16,18,0,금,역,승강장,승강장,남,53,무,통근열차에서 하차시 하차 고객들 사이에 걸려 승강장 바닥으로 넘어짐,경상
수도권동부,청량리관리역,경원선,청량리역,16,9,16,14,3,금,역,E/S,ES,여,93,무,ES 3호기 이용중 중심을 잃고 넘어지며 머리를 다침,경상
수도권동부,망우관리역,중앙선,덕소역,16,9,19,7,14,월,역,E/S,ES,여,47,무,2번출구 ES 이용중 다른 이용자의 짐이 쏟아지며 그에 부딪혀 부상 입음,경상
수도권동부,망우관리역,경원선,회기역,16,9,19,12,5,월,역,E/S,ES,"여,남","72,69",무,ES 4호기 이용중 여성고객이 중심을 잃어 넘어지고 뒤에 있던 남성고객이 이를 잡아주다가 팔을 다침,경상
수도권동부,죽전관리역,분당선,망포역,16,9,20,20,25,수,역,E/S,ES,남,60,음주,만취고객으로 ES 12호기 이용중 실족하여 넘어짐,경상
수도권동부,성북승무사업소,경원선,성북승무사업소,16,9,20,21,15,화,광역전철,열차내,열차내,여,22,무,K225 이용중 개봉역쯤에서 출입문 옆 긴 손잡이를 잡고 있다가 출입문이 열리는 때에 손가락이 빨려들어감,경상
수도권동부,성북승무사업소,경원선,창동역,16,9,20,11,6,화,광역전철,출입문,출입문,여,77,무,K68 전동열차에 승차하던 고객이 승차중 출입문이 닫히며 왼속 엄지손가락이 출입문에 끼임,경상
수도권동부,죽전관리역,분당선,청명역,16,9,20,17,55,화,역,E/S,ES,여,30대초반,무,ES 19호기 이용중 걸어내려오다 종아리에 무언가 부딪혀 부상을 당하였다며 통증호소,경상
수도권동부,망우관리역,경원선,회기역,16,9,20,16,0,화,역,맞이방,맞이방,여,28,무,철도사법경찰관이 현행범 검거하는 과정에서 범인이 고객에 부딪혀 넘어지며 부상당함,경상
수도권동부,망우관리역,중앙선,망우역,16,9,20,15,40,금,역,E/S,ES,여,73,무,중앙 하선 ES 이용중이던 고객이 뒤로 넘어지며 사고 발생,경상
수도권동부,분당승무사업소,분당선,왕십리역,16,9,20,13,43,화,광역전철,열차내,열차내,여,69,무,K6177 열차 이용중 차내 다른칸 이동하려 하다가 차량사이 문이 닫혀 옆구리를 부딪힘,경상
수도권동부,망우관리역,중앙선,상봉역,16,9,21,15,50,화,역,승강장,승강장,여,70전후,무,중앙 하선 EV에서 내려 정차중인 5087열차에 급히 승차하려다 스크린도어가 닫히는 순간 뒤로 넘어짐,경상
